End date,"12/23/2016"
Specimen label,"17BC_40"
"65.65200","5.47116","0.05858"
"65.65800","5.47164","0.05869"
"65.66400","5.47218","0.05877"
"65.67000","5.47266","0.05878"
"65.67600","5.47313","0.05887"
"65.68200","5.47367","0.05888"
"65.68800","5.47415","0.05886"
"65.69400","5.47469","0.05883"
"65.70000","5.47517","0.05882"
"65.70600","5.47565","0.05884"
"65.71200","5.47618","0.05891"
"65.71800","5.47666","0.05889"
"65.72400","5.47714","0.05892"
"65.73000","5.47762","0.05898"
"65.73600","5.47816","0.05896"
"65.74200","5.47863","0.05895"
"65.74800","5.47917","0.05892"
"65.75400","5.47965","0.05892"
"65.76000","5.48019","0.05895"
"65.76600","5.48067","0.05895"
"65.77200","5.48121","0.05903"
"65.77800","5.48168","0.05917"
"65.78400","5.48222","0.05917"
"65.79000","5.48270","0.05920"
"65.79600","5.48318","0.05924"
"65.80200","5.48372","0.05928"
"65.80800","5.48419","0.05928"
"65.81400","5.48467","0.05911"
"65.82000","5.48515","0.05891"
"65.82600","5.48569","0.05885"
"65.83200","5.48617","0.05889"
"65.83800","5.48665","0.05893"
"65.84400","5.48718","0.05890"
"65.85000","5.48766","0.05880"
"65.85600","5.48814","0.05875"
"65.86200","5.48868","0.05870"
"65.86800","5.48916","0.05868"
"65.87400","5.48970","0.05872"
"65.88000","5.49017","0.05870"
"65.88600","5.49071","0.05865"
"65.89200","5.49119","0.05864"
"65.89800","5.49167","0.05861"
"65.90400","5.49221","0.05860"
"65.91000","5.49274","0.05860"
"65.91600","5.49322","0.05861"
"65.92200","5.49376","0.05876"
"65.92800","5.49424","0.05893"
"65.93400","5.49472","0.05900"
"65.94000","5.49526","0.05908"
"65.94600","5.49573","0.05921"
"65.95200","5.49621","0.05926"
"65.95800","5.49675","0.05927"
"65.96400","5.49723","0.05918"
"65.97000","5.49771","0.05904"
"65.97600","5.49819","0.05896"
"65.98200","5.49872","0.05889"
"65.98800","5.49920","0.05895"
"65.99400","5.49968","0.05902"
"66.00000","5.50022","0.05900"
"66.00600","5.50070","0.05899"
"66.01200","5.50123","0.05897"
"66.01800","5.50171","0.05900"
"66.02400","5.50219","0.05916"
"66.03000","5.50273","0.05925"
"66.03600","5.50321","0.05926"
"66.04200","5.50375","0.05921"
"66.04800","5.50422","0.05918"
"66.05400","5.50476","0.05919"
"66.06000","5.50524","0.05919"
"66.06600","5.50572","0.05912"
"66.07200","5.50626","0.05912"
"66.07800","5.50674","0.05918"
"66.08400","5.50721","0.05923"
"66.09000","5.50775","0.05927"
"66.09600","5.50823","0.05926"
"66.10200","5.50871","0.05919"
"66.10800","5.50919","0.05923"
"66.11400","5.50973","0.05922"
"66.12000","5.51020","0.05921"
"66.12600","5.51068","0.05927"
"66.13200","5.51116","0.05932"
"66.13800","5.51170","0.05939"
"66.14400","5.51218","0.05946"
"66.15000","5.51265","0.05941"
"66.15600","5.51313","0.05935"
"66.16200","5.51367","0.05931"
"66.16800","5.51415","0.05936"
"66.17400","5.51463","0.05952"
"66.18000","5.51517","0.05964"
"66.18600","5.51564","0.05962"
"66.19200","5.51618","0.05958"
"66.19800","5.51666","0.05949"
"66.20400","5.51720","0.05939"
"66.21000","5.51768","0.05934"
"66.21600","5.51816","0.05925"
"66.22200","5.51869","0.05925"
"66.22800","5.51917","0.05927"
"66.23400","5.51965","0.05938"
"66.24000","5.52013","0.05956"
"66.24600","5.52067","0.05957"
"66.25200","5.52115","0.05946"
"66.25800","5.52162","0.05942"
"66.26400","5.52210","0.05940"
"66.27000","5.52264","0.05942"
"66.27600","5.52312","0.05946"
"66.28200","5.52360","0.05950"
"66.28800","5.52413","0.05958"
"66.29400","5.52461","0.05962"
"66.30000","5.52509","0.05961"
"66.30600","5.52563","0.05960"
"66.31200","5.52611","0.05950"
"66.31800","5.52665","0.05941"
"66.32400","5.52712","0.05933"
"66.33000","5.52766","0.05930"
"66.33600","5.52820","0.05931"
"66.34200","5.52868","0.05944"
"66.34800","5.52922","0.05949"
"66.35400","5.52969","0.05951"
"66.36000","5.53023","0.05958"
"66.36600","5.53071","0.05960"
"66.37200","5.53125","0.05960"
"66.37800","5.53173","0.05959"
"66.38400","5.53221","0.05966"
"66.39000","5.53274","0.05973"
"66.39600","5.53322","0.05977"
"66.40200","5.53376","0.05979"
"66.40800","5.53424","0.05980"
"66.41400","5.53472","0.05977"
"66.42000","5.53525","0.05979"
"66.42600","5.53573","0.05981"
"66.43200","5.53627","0.05981"
"66.43800","5.53675","0.05979"
"66.44400","5.53723","0.05974"
"66.45000","5.53771","0.05973"
"66.45600","5.53824","0.05976"
"66.46200","5.53872","0.05970"
"66.46800","5.53920","0.05953"
"66.47400","5.53974","0.05944"
"66.48000","5.54022","0.05936"
"66.48600","5.54076","0.05940"
"66.49200","5.54123","0.05959"
"66.49800","5.54171","0.05969"
"66.50400","5.54225","0.05979"
"66.51000","5.54273","0.05987"
"66.51600","5.54321","0.05996"
"66.52200","5.54375","0.06008"
"66.52800","5.54422","0.06011"
"66.53400","5.54470","0.06005"
"66.54000","5.54524","0.06000"
"66.54600","5.54572","0.05997"
"66.55200","5.54626","0.06000"
"66.55800","5.54673","0.06003"
"66.56400","5.54727","0.05996"
"66.57000","5.54775","0.05988"
"66.57600","5.54823","0.05987"
"66.58200","5.54877","0.05984"
"66.58800","5.54925","0.05983"
"66.59400","5.54972","0.05979"
"66.60000","5.55026","0.05978"
"66.60600","5.55074","0.05989"
"66.61200","5.55122","0.06001"
"66.61800","5.55176","0.06009"
"66.62400","5.55224","0.06016"
"66.63000","5.55271","0.06013"
"66.63600","5.55325","0.06006"
"66.64200","5.55373","0.06009"
"66.64800","5.55427","0.06004"
"66.65400","5.55475","0.05995"
"66.66000","5.55522","0.05990"
"66.66600","5.55570","0.05989"
"66.67200","5.55624","0.05995"
"66.67800","5.55672","0.05998"
"66.68400","5.55726","0.06000"
"66.69000","5.55774","0.06005"
"66.69600","5.55821","0.06006"
"66.70200","5.55875","0.06003"
"66.70800","5.55923","0.06010"
"66.71400","5.55977","0.06015"
"66.72000","5.56025","0.06009"
"66.72600","5.56073","0.06007"
"66.73200","5.56120","0.06008"
"66.73800","5.56168","0.06007"
"66.74400","5.56222","0.06007"
"66.75000","5.56270","0.06013"
"66.75600","5.56318","0.06022"
"66.76200","5.56371","0.06023"
"66.76800","5.56419","0.06025"
"66.77400","5.56467","0.06025"
"66.78000","5.56521","0.06013"
"66.78600","5.56569","0.06006"
"66.79200","5.56617","0.06005"
"66.79800","5.56670","0.06002"
"66.80400","5.56718","0.05998"
"66.81000","5.56766","0.06005"
"66.81600","5.56820","0.06012"
"66.82200","5.56868","0.06019"
"66.82800","5.56922","0.06022"
"66.83400","5.56969","0.06029"
"66.84000","5.57023","0.06038"
"66.84600","5.57071","0.06041"
"66.85200","5.57119","0.06041"
"66.85800","5.57173","0.06048"
"66.86400","5.57221","0.06057"
"66.87000","5.57268","0.06064"
"66.87600","5.57322","0.06070"
"66.88200","5.57370","0.06070"
"66.88800","5.57418","0.06065"
"66.89400","5.57472","0.06055"
"66.90000","5.57519","0.06046"
"66.90600","5.57573","0.06042"
"66.91200","5.57621","0.06038"
"66.91800","5.57669","0.06038"
"66.92400","5.57723","0.06046"
"66.93000","5.57771","0.06045"
"66.93600","5.57824","0.06044"
"66.94200","5.57872","0.06040"
"66.94800","5.57920","0.06034"
"66.95400","5.57974","0.06026"
"66.96000","5.58022","0.06032"
"66.96600","5.58069","0.06042"
"66.97200","5.58123","0.06041"
"66.97800","5.58177","0.06031"
"66.98400","5.58225","0.06020"
"66.99000","5.58279","0.06024"
"66.99600","5.58327","0.06039"
"67.00200","5.58374","0.06040"
"67.00800","5.58422","0.06031"
"67.01400","5.58470","0.06024"
"67.02000","5.58524","0.06029"
"67.02600","5.58572","0.06043"
"67.03200","5.58620","0.06051"
"67.03800","5.58667","0.06052"
"67.04400","5.58721","0.06046"
"67.05000","5.58769","0.06040"
"67.05600","5.58823","0.06039"
"67.06200","5.58871","0.06036"
"67.06800","5.58924","0.06027"
"67.07400","5.58972","0.06019"
"67.08000","5.59026","0.06019"
"67.08600","5.59074","0.06029"
"67.09200","5.59122","0.06041"
"67.09800","5.59176","0.06044"
"67.10400","5.59223","0.06052"
"67.11000","5.59271","0.06067"
"67.11600","5.59325","0.06077"
"67.12200","5.59373","0.06089"
"67.12800","5.59427","0.06090"
"67.13400","5.59475","0.06069"
"67.14000","5.59522","0.06044"
"67.14600","5.59570","0.06035"
"67.15200","5.59618","0.06034"
"67.15800","5.59672","0.06037"
"67.16400","5.59720","0.06043"
"67.17000","5.59768","0.06056"
"67.17600","5.59821","0.06075"
"67.18200","5.59869","0.06083"
"67.18800","5.59923","0.06074"
"67.19400","5.59971","0.06059"
"67.20000","5.60025","0.06041"
"67.20600","5.60072","0.06037"
"67.21200","5.60120","0.06040"
"67.21800","5.60174","0.06043"
"67.22400","5.60222","0.06050"
"67.23000","5.60276","0.06053"
"67.23600","5.60324","0.06059"
"67.24200","5.60371","0.06072"
"67.24800","5.60419","0.06074"
"67.25400","5.60473","0.06067"
"67.26000","5.60521","0.06063"
"67.26600","5.60569","0.06060"
"67.27200","5.60623","0.06068"
"67.27800","5.60670","0.06074"
"67.28400","5.60718","0.06076"
"67.29000","5.60766","0.06078"
"67.29600","5.60820","0.06082"
"67.30200","5.60868","0.06091"
"67.30800","5.60916","0.06102"
"67.31400","5.60969","0.06099"
"67.32000","5.61017","0.06089"
"67.32600","5.61065","0.06085"
"67.33200","5.61119","0.06086"
"67.33800","5.61167","0.06096"
"67.34400","5.61214","0.06106"
"67.35000","5.61268","0.06109"
"67.35600","5.61316","0.06110"
"67.36200","5.61370","0.06109"
"67.36800","5.61418","0.06105"
"67.37400","5.61472","0.06098"
"67.38000","5.61519","0.06083"
"67.38600","5.61567","0.06069"
"67.39200","5.61621","0.06060"
"67.39800","5.61669","0.06055"
"67.40400","5.61717","0.06058"
"67.41000","5.61765","0.06066"
"67.41600","5.61818","0.06075"
"67.42200","5.61866","0.06082"
"67.42800","5.61914","0.06096"
"67.43400","5.61968","0.06100"
"67.44000","5.62016","0.06106"
"67.44600","5.62063","0.06102"
"67.45200","5.62111","0.06093"
"67.45800","5.62165","0.06085"
"67.46400","5.62213","0.06077"
"67.47000","5.62267","0.06079"
"67.47600","5.62315","0.06080"
"67.48200","5.62368","0.06070"
"67.48800","5.62422","0.06064"
"67.49400","5.62470","0.06073"
"67.50000","5.62524","0.06084"
"67.50600","5.62572","0.06092"
"67.51200","5.62619","0.06098"
"67.51800","5.62673","0.06096"
"67.52400","5.62721","0.06092"
"67.53000","5.62769","0.06101"
"67.53600","5.62823","0.06109"
"67.54200","5.62871","0.06105"
"67.54800","5.62918","0.06103"
"67.55400","5.62966","0.06118"
"67.56000","5.63020","0.06137"
"67.56600","5.63068","0.06146"
"67.57200","5.63116","0.06142"
"67.57800","5.63164","0.06133"
"67.58400","5.63217","0.06120"
"67.59000","5.63265","0.06120"
"67.59600","5.63319","0.06125"
"67.60200","5.63367","0.06127"
"67.60800","5.63421","0.06128"
"67.61400","5.63469","0.06124"
"67.62000","5.63522","0.06121"
"67.62600","5.63570","0.06116"
"67.63200","5.63624","0.06114"
"67.63800","5.63678","0.06114"
"67.64400","5.63726","0.06114"
"67.65000","5.63779","0.06115"
"67.65600","5.63827","0.06118"
"67.66200","5.63875","0.06120"
"67.66800","5.63929","0.06119"
"67.67400","5.63977","0.06127"
"67.68000","5.64025","0.06132"
"67.68600","5.64072","0.06124"
"67.69200","5.64120","0.06127"
"67.69800","5.64174","0.06127"
"67.70400","5.64222","0.06124"
"67.71000","5.64270","0.06138"
"67.71600","5.64318","0.06153"
"67.72200","5.64371","0.06166"
"67.72800","5.64419","0.06167"
"67.73400","5.64467","0.06164"
"67.74000","5.64515","0.06167"
"67.74600","5.64569","0.06173"
"67.75200","5.64616","0.06171"
"67.75800","5.64670","0.06165"
"67.76400","5.64718","0.06151"
"67.77000","5.64772","0.06149"
"67.77600","5.64820","0.06154"
"67.78200","5.64874","0.06153"
"67.78800","5.64921","0.06148"
"67.79400","5.64969","0.06146"
"67.80000","5.65023","0.06152"
"67.80600","5.65071","0.06165"
"67.81200","5.65119","0.06172"
"67.81800","5.65167","0.06176"
"67.82400","5.65214","0.06180"
"67.83000","5.65262","0.06177"
"67.83600","5.65316","0.06178"
"67.84200","5.65364","0.06175"
"67.84800","5.65412","0.06170"
"67.85400","5.65465","0.06161"
"67.86000","5.65513","0.06163"
"67.86600","5.65561","0.06163"
"67.87200","5.65615","0.06171"
"67.87800","5.65663","0.06162"
"67.88400","5.65711","0.06145"
"67.89000","5.65764","0.06144"
"67.89600","5.65812","0.06149"
"67.90200","5.65860","0.06151"
"67.90800","5.65914","0.06156"
"67.91400","5.65968","0.06148"
"67.92000","5.66016","0.06143"
"67.92600","5.66069","0.06147"
"67.93200","5.66123","0.06145"
"67.93800","5.66171","0.06134"
"67.94400","5.66219","0.06133"
"67.95000","5.66273","0.06132"
"67.95600","5.66321","0.06143"
"67.96200","5.66368","0.06150"
"67.96800","5.66416","0.06147"
"67.97400","5.66470","0.06155"
"67.98000","5.66518","0.06171"
"67.98600","5.66566","0.06195"
"67.99200","5.66619","0.06213"
"67.99800","5.66667","0.06218"
"68.00400","5.66721","0.06211"
"68.01000","5.66769","0.06205"
"68.01600","5.66823","0.06194"
"68.02200","5.66871","0.06181"
"68.02800","5.66918","0.06171"
"68.03400","5.66972","0.06168"
"68.04000","5.67020","0.06182"
"68.04600","5.67074","0.06190"
"68.05200","5.67122","0.06195"
"68.05800","5.67175","0.06199"
"68.06400","5.67223","0.06195"
"68.07000","5.67277","0.06190"
"68.07600","5.67325","0.06186"
"68.08200","5.67379","0.06177"
"68.08800","5.67427","0.06172"
"68.09400","5.67474","0.06176"
"68.10000","5.67522","0.06175"
"68.10600","5.67576","0.06172"
"68.11200","5.67624","0.06171"
"68.11800","5.67672","0.06170"
"68.12400","5.67720","0.06178"
"68.13000","5.67773","0.06188"
"68.13600","5.67821","0.06196"
"68.14200","5.67869","0.06202"
"68.14800","5.67923","0.06206"
"68.15400","5.67971","0.06210"
"68.16000","5.68024","0.06215"
"68.16600","5.68072","0.06204"
"68.17200","5.68120","0.06192"
"68.17800","5.68174","0.06195"
"68.18400","5.68222","0.06197"
"68.19000","5.68270","0.06199"
"68.19600","5.68323","0.06209"
"68.20200","5.68377","0.06225"
"68.20800","5.68425","0.06240"
"68.21400","5.68473","0.06254"
"68.22000","5.68527","0.06263"
"68.22600","5.68575","0.06255"
"68.23200","5.68622","0.06244"
"68.23800","5.68676","0.06244"
"68.24400","5.68724","0.06249"
"68.25000","5.68772","0.06262"
"68.25600","5.68826","0.06270"
"68.26200","5.68874","0.06265"
"68.26800","5.68921","0.06267"
"68.27400","5.68969","0.06279"
"68.28000","5.69023","0.06285"
"68.28600","5.69071","0.06277"
"68.29200","5.69119","0.06274"
"68.29800","5.69172","0.06268"
"68.30400","5.69220","0.06270"
"68.31000","5.69268","0.06272"
"68.31600","5.69322","0.06264"
"68.32200","5.69370","0.06256"
"68.32800","5.69418","0.06254"
"68.33400","5.69471","0.06252"
"68.34000","5.69519","0.06255"
"68.34600","5.69573","0.06251"
"68.35200","5.69621","0.06252"
"68.35800","5.69669","0.06262"
"68.36400","5.69723","0.06272"
"68.37000","5.69770","0.06284"
"68.37600","5.69818","0.06292"
"68.38200","5.69872","0.06288"
"68.38800","5.69920","0.06289"
"68.39400","5.69968","0.06292"
"68.40000","5.70015","0.06290"
"68.40600","5.70063","0.06290"
"68.41200","5.70117","0.06291"
"68.41800","5.70165","0.06283"
"68.42400","5.70213","0.06269"
"68.43000","5.70267","0.06245"
"68.43600","5.70314","0.06215"
"68.44200","5.70362","0.06189"
"68.44800","5.70416","0.06176"
"68.45400","5.70464","0.06178"
"68.46000","5.70518","0.06191"
"68.46600","5.70566","0.06197"
"68.47200","5.70613","0.06198"
"68.47800","5.70667","0.06202"
"68.48400","5.70715","0.06207"
"68.49000","5.70769","0.06221"
"68.49600","5.70823","0.06231"
"68.50200","5.70870","0.06230"
"68.50800","5.70924","0.06229"
"68.51400","5.70972","0.06226"
"68.52000","5.71026","0.06229"
"68.52600","5.71074","0.06236"
"68.53200","5.71122","0.06237"
"68.53800","5.71169","0.06233"
"68.54400","5.71223","0.06236"
"68.55000","5.71271","0.06249"
"68.55600","5.71319","0.06268"
"68.56200","5.71373","0.06274"
"68.56800","5.71421","0.06270"
"68.57400","5.71474","0.06264"
"68.58000","5.71522","0.06256"
"68.58600","5.71570","0.06239"
"68.59200","5.71624","0.06226"
"68.59800","5.71672","0.06221"
"68.60400","5.71725","0.06224"
"68.61000","5.71773","0.06240"
"68.61600","5.71821","0.06247"
"68.62200","5.71875","0.06257"
"68.62800","5.71923","0.06273"
"68.63400","5.71977","0.06277"
"68.64000","5.72024","0.06284"
"68.64600","5.72078","0.06284"
"68.65200","5.72126","0.06286"
"68.65800","5.72174","0.06278"
"68.66400","5.72222","0.06257"
"68.67000","5.72276","0.06240"
"68.67600","5.72323","0.06229"
"68.68200","5.72371","0.06220"
"68.68800","5.72419","0.06218"
"68.69400","5.72467","0.06231"
"68.70000","5.72521","0.06248"
"68.70600","5.72569","0.06251"
"68.71200","5.72616","0.06254"
"68.71800","5.72670","0.06261"
"68.72400","5.72718","0.06271"
"68.73000","5.72772","0.06270"
"68.73600","5.72820","0.06265"
"68.74200","5.72867","0.06257"
"68.74800","5.72915","0.06258"
"68.75400","5.72969","0.06273"
"68.76000","5.73017","0.06283"
"68.76600","5.73071","0.06282"
"68.77200","5.73118","0.06281"
"68.77800","5.73172","0.06273"
"68.78400","5.73220","0.06265"
"68.79000","5.73274","0.06263"
"68.79600","5.73322","0.06256"
"68.80200","5.73376","0.06249"
"68.80800","5.73423","0.06256"
"68.81400","5.73471","0.06260"
"68.82000","5.73525","0.06270"
"68.82600","5.73573","0.06277"
"68.83200","5.73621","0.06272"
"68.83800","5.73669","0.06283"
"68.84400","5.73722","0.06292"
"68.85000","5.73770","0.06299"
"68.85600","5.73818","0.06306"
"68.86200","5.73866","0.06310"
"68.86800","5.73920","0.06314"
"68.87400","5.73968","0.06320"
"68.88000","5.74021","0.06321"
"68.88600","5.74069","0.06311"
"68.89200","5.74117","0.06302"
"68.89800","5.74171","0.06291"
"68.90400","5.74219","0.06285"
"68.91000","5.74272","0.06280"
"68.91600","5.74320","0.06272"
"68.92200","5.74368","0.06278"
"68.92800","5.74422","0.06287"
"68.93400","5.74470","0.06287"
"68.94000","5.74524","0.06293"
"68.94600","5.74571","0.06300"
"68.95200","5.74619","0.06311"
"68.95800","5.74673","0.06330"
"68.96400","5.74721","0.06345"
"68.97000","5.74769","0.06346"
"68.97600","5.74823","0.06339"
"68.98200","5.74870","0.06322"
"68.98800","5.74918","0.06315"
"68.99400","5.74966","0.06315"
"69.00000","5.75020","0.06308"
"69.00600","5.75068","0.06301"
"69.01200","5.75115","0.06291"
"69.01800","5.75163","0.06287"
"69.02400","5.75217","0.06300"
"69.03000","5.75265","0.06305"
"69.03600","5.75313","0.06298"
"69.04200","5.75367","0.06295"
"69.04800","5.75414","0.06312"
"69.05400","5.75468","0.06337"
"69.06000","5.75516","0.06364"
"69.06600","5.75570","0.06372"
"69.07200","5.75618","0.06376"
"69.07800","5.75672","0.06381"
"69.08400","5.75719","0.06377"
"69.09000","5.75773","0.06371"
"69.09600","5.75821","0.06359"
"69.10200","5.75869","0.06345"
"69.10800","5.75923","0.06336"
"69.11400","5.75971","0.06334"
"69.12000","5.76018","0.06337"
"69.12600","5.76072","0.06346"
"69.13200","5.76120","0.06352"
"69.13800","5.76168","0.06357"
"69.14400","5.76222","0.06359"
"69.15000","5.76269","0.06351"
"69.15600","5.76323","0.06345"
"69.16200","5.76371","0.06342"
"69.16800","5.76419","0.06348"
"69.17400","5.76467","0.06349"
"69.18000","5.76521","0.06347"
"69.18600","5.76568","0.06349"
"69.19200","5.76622","0.06350"
"69.19800","5.76670","0.06355"
"69.20400","5.76724","0.06355"
"69.21000","5.76772","0.06346"
"69.21600","5.76826","0.06348"
"69.22200","5.76873","0.06355"
"69.22800","5.76927","0.06357"
"69.23400","5.76975","0.06358"
"69.24000","5.77029","0.06353"
"69.24600","5.77077","0.06345"
"69.25200","5.77125","0.06347"
"69.25800","5.77178","0.06356"
"69.26400","5.77226","0.06363"
"69.27000","5.77274","0.06367"
"69.27600","5.77322","0.06376"
"69.28200","5.77370","0.06386"
"69.28800","5.77423","0.06386"
"69.29400","5.77471","0.06385"
"69.30000","5.77519","0.06372"
"69.30600","5.77567","0.06349"
"69.31200","5.77621","0.06332"
"69.31800","5.77669","0.06343"
"69.32400","5.77716","0.06365"
"69.33000","5.77770","0.06380"
"69.33600","5.77818","0.06385"
"69.34200","5.77866","0.06390"
"69.34800","5.77920","0.06404"
"69.35400","5.77968","0.06418"
"69.36000","5.78021","0.06418"
"69.36600","5.78069","0.06403"
"69.37200","5.78123","0.06390"
"69.37800","5.78171","0.06384"
"69.38400","5.78219","0.06382"
"69.39000","5.78272","0.06385"
"69.39600","5.78320","0.06385"
"69.40200","5.78368","0.06389"
"69.40800","5.78422","0.06398"
"69.41400","5.78470","0.06405"
"69.42000","5.78518","0.06400"
"69.42600","5.78565","0.06388"
"69.43200","5.78619","0.06377"
"69.43800","5.78667","0.06369"
"69.44400","5.78715","0.06367"
"69.45000","5.78769","0.06371"
"69.45600","5.78817","0.06378"
"69.46200","5.78864","0.06394"
"69.46800","5.78918","0.06415"
"69.47400","5.78966","0.06429"
"69.48000","5.79014","0.06436"
"69.48600","5.79068","0.06434"
"69.49200","5.79115","0.06429"
"69.49800","5.79163","0.06426"
"69.50400","5.79217","0.06424"
"69.51000","5.79265","0.06413"
"69.51600","5.79319","0.06402"
"69.52200","5.79366","0.06400"
"69.52800","5.79420","0.06418"
"69.53400","5.79468","0.06434"
"69.54000","5.79516","0.06441"
"69.54600","5.79570","0.06441"
"69.55200","5.79618","0.06454"
"69.55800","5.79665","0.06462"
"69.56400","5.79713","0.06465"
"69.57000","5.79767","0.06455"
"69.57600","5.79815","0.06450"
"69.58200","5.79863","0.06454"
"69.58800","5.79917","0.06459"
"69.59400","5.79964","0.06459"
"69.60000","5.80018","0.06447"
"69.60600","5.80066","0.06432"
"69.61200","5.80120","0.06429"
"69.61800","5.80168","0.06426"
"69.62400","5.80222","0.06415"
"69.63000","5.80269","0.06409"
"69.63600","5.80323","0.06412"
"69.64200","5.80371","0.06419"
"69.64800","5.80425","0.06426"
"69.65400","5.80473","0.06432"
"69.66000","5.80526","0.06443"
"69.66600","5.80574","0.06446"
"69.67200","5.80628","0.06448"
"69.67800","5.80676","0.06449"
"69.68400","5.80730","0.06442"
"69.69000","5.80778","0.06428"
"69.69600","5.80825","0.06425"
"69.70200","5.80873","0.06435"
"69.70800","5.80921","0.06448"
"69.71400","5.80969","0.06457"
"69.72000","5.81023","0.06450"
"69.72600","5.81071","0.06445"
"69.73200","5.81118","0.06437"
"69.73800","5.81166","0.06437"
"69.74400","5.81220","0.06442"
"69.75000","5.81268","0.06445"
"69.75600","5.81316","0.06433"
"69.76200","5.81369","0.06432"
"69.76800","5.81417","0.06435"
"69.77400","5.81471","0.06438"
"69.78000","5.81519","0.06440"
"69.78600","5.81573","0.06444"
"69.79200","5.81621","0.06448"
"69.79800","5.81674","0.06449"
"69.80400","5.81722","0.06455"
"69.81000","5.81770","0.06464"
"69.81600","5.81818","0.06469"
"69.82200","5.81872","0.06471"
"69.82800","5.81920","0.06475"
"69.83400","5.81967","0.06475"
"69.84000","5.82015","0.06474"
"69.84600","5.82063","0.06471"
"69.85200","5.82117","0.06472"
"69.85800","5.82165","0.06480"
"69.86400","5.82219","0.06484"
"69.87000","5.82266","0.06484"
"69.87600","5.82314","0.06490"
"69.88200","5.82362","0.06502"
"69.88800","5.82416","0.06509"
"69.89400","5.82464","0.06510"
"69.90000","5.82517","0.06509"
"69.90600","5.82565","0.06508"
"69.91200","5.82619","0.06502"
"69.91800","5.82667","0.06508"
"69.92400","5.82715","0.06512"
"69.93000","5.82769","0.06503"
"69.93600","5.82816","0.06497"
"69.94200","5.82870","0.06494"
"69.94800","5.82918","0.06494"
"69.95400","5.82972","0.06500"
"69.96000","5.83020","0.06500"
"69.96600","5.83068","0.06493"
"69.97200","5.83115","0.06501"
"69.97800","5.83163","0.06516"
"69.98400","5.83217","0.06526"
"69.99000","5.83265","0.06535"
"69.99600","5.83319","0.06537"
"70.00200","5.83366","0.06540"
"70.00800","5.83414","0.06547"
"70.01400","5.83468","0.06542"
"70.02000","5.83516","0.06533"
"70.02600","5.83564","0.06529"
"70.03200","5.83612","0.06516"
"70.03800","5.83665","0.06503"
"70.04400","5.83713","0.06494"
"70.05000","5.83761","0.06484"
"70.05600","5.83815","0.06473"
"70.06200","5.83863","0.06478"
"70.06800","5.83917","0.06489"
"70.07400","5.83964","0.06502"
"70.08000","5.84018","0.06510"
"70.08600","5.84066","0.06517"
"70.09200","5.84114","0.06516"
"70.09800","5.84168","0.06520"
"70.10400","5.84215","0.06517"
"70.11000","5.84263","0.06519"
"70.11600","5.84317","0.06537"
"70.12200","5.84365","0.06553"
"70.12800","5.84413","0.06568"
"70.13400","5.84467","0.06567"
"70.14000","5.84514","0.06554"
"70.14600","5.84568","0.06540"
"70.15200","5.84616","0.06537"
"70.15800","5.84670","0.06548"
"70.16400","5.84718","0.06544"
"70.17000","5.84771","0.06532"
"70.17600","5.84819","0.06530"
"70.18200","5.84867","0.06537"
"70.18800","5.84921","0.06555"
"70.19400","5.84969","0.06566"
"70.20000","5.85023","0.06572"
"70.20600","5.85070","0.06581"
"70.21200","5.85124","0.06591"
"70.21800","5.85172","0.06594"
"70.22400","5.85226","0.06587"
"70.23000","5.85274","0.06580"
"70.23600","5.85322","0.06580"
"70.24200","5.85375","0.06584"
"70.24800","5.85423","0.06584"
"70.25400","5.85471","0.06582"
"70.26000","5.85519","0.06581"
"70.26600","5.85573","0.06580"
"70.27200","5.85621","0.06578"
"70.27800","5.85668","0.06575"
"70.28400","5.85722","0.06570"
"70.29000","5.85770","0.06576"
"70.29600","5.85824","0.06590"
"70.30200","5.85872","0.06605"
"70.30800","5.85920","0.06612"
"70.31400","5.85973","0.06618"
"70.32000","5.86021","0.06622"
"70.32600","5.86075","0.06628"
"70.33200","5.86123","0.06633"
"70.33800","5.86171","0.06635"
"70.34400","5.86218","0.06631"
"70.35000","5.86272","0.06620"
"70.35600","5.86320","0.06613"
"70.36200","5.86368","0.06620"
"70.36800","5.86416","0.06623"
"70.37400","5.86470","0.06622"
"70.38000","5.86517","0.06623"
"70.38600","5.86565","0.06633"
"70.39200","5.86619","0.06645"
"70.39800","5.86667","0.06644"
"70.40400","5.86715","0.06633"
"70.41000","5.86769","0.06617"
"70.41600","5.86816","0.06620"
"70.42200","5.86870","0.06635"
"70.42800","5.86918","0.06646"
"70.43400","5.86972","0.06642"
"70.44000","5.87020","0.06635"
"70.44600","5.87067","0.06632"
"70.45200","5.87115","0.06627"
"70.45800","5.87169","0.06626"
"70.46400","5.87217","0.06618"
"70.47000","5.87265","0.06608"
"70.47600","5.87319","0.06614"
"70.48200","5.87366","0.06620"
"70.48800","5.87414","0.06611"
"70.49400","5.87468","0.06610"
"70.50000","5.87516","0.06611"
"70.50600","5.87564","0.06610"
"70.51200","5.87617","0.06612"
"70.51800","5.87665","0.06615"
"70.52400","5.87713","0.06615"
"70.53000","5.87761","0.06617"
"70.53600","5.87815","0.06626"
"70.54200","5.87863","0.06630"
"70.54800","5.87916","0.06620"
"70.55400","5.87964","0.06611"
"70.56000","5.88018","0.06613"
"70.56600","5.88066","0.06620"
"70.57200","5.88120","0.06635"
"70.57800","5.88168","0.06645"
