End date,"1/7/2017"
Specimen label,"18AT_47/49"
Maximum Load,"0.18800",N

Time,Extension,Load
(s),(mm),(N)
"4.54800","0.37913","-0.00002"
"4.55400","0.37966","-0.00007"
"4.56000","0.38014","-0.00012"
"4.56600","0.38068","-0.00017"
"4.57200","0.38116","-0.00016"
"4.57800","0.38164","-0.00026"
"4.58400","0.38211","-0.00045"
"4.59000","0.38265","-0.00047"
"4.59600","0.38313","-0.00046"
"4.60200","0.38361","-0.00056"
"4.60800","0.38415","-0.00059"
"4.61400","0.38463","-0.00046"
"4.62000","0.38510","-0.00031"
"4.62600","0.38564","-0.00024"
"4.63200","0.38612","-0.00034"
"4.63800","0.38666","-0.00056"
"4.64400","0.38714","-0.00075"
"4.65000","0.38762","-0.00096"
"4.65600","0.38815","-0.00111"
"4.66200","0.38863","-0.00116"
"4.66800","0.38911","-0.00119"
"4.67400","0.38965","-0.00103"
"4.68000","0.39019","-0.00091"
"4.68600","0.39066","-0.00076"
"4.69200","0.39114","-0.00067"
"4.69800","0.39168","-0.00057"
"4.70400","0.39216","-0.00057"
"4.71000","0.39270","-0.00059"
"4.71600","0.39318","-0.00068"
"4.72200","0.39371","-0.00066"
"4.72800","0.39419","-0.00074"
"4.73400","0.39467","-0.00083"
"4.74000","0.39521","-0.00083"
"4.74600","0.39569","-0.00079"
"4.75200","0.39617","-0.00077"
"4.75800","0.39670","-0.00080"
"4.76400","0.39718","-0.00085"
"4.77000","0.39772","-0.00084"
"4.77600","0.39820","-0.00079"
"4.78200","0.39874","-0.00070"
"4.78800","0.39921","-0.00064"
"4.79400","0.39969","-0.00069"
"4.80000","0.40023","-0.00083"
"4.80600","0.40071","-0.00080"
"4.81200","0.40119","-0.00069"
"4.81800","0.40173","-0.00061"
"4.82400","0.40220","-0.00049"
"4.83000","0.40268","-0.00041"
"4.83600","0.40322","-0.00043"
"4.84200","0.40370","-0.00048"
"4.84800","0.40424","-0.00050"
"4.85400","0.40472","-0.00048"
"4.86000","0.40525","-0.00057"
"4.86600","0.40573","-0.00066"
"4.87200","0.40621","-0.00062"
"4.87800","0.40669","-0.00065"
"4.88400","0.40723","-0.00072"
"4.89000","0.40770","-0.00080"
"4.89600","0.40818","-0.00089"
"4.90200","0.40872","-0.00092"
"4.90800","0.40920","-0.00087"
"4.91400","0.40968","-0.00077"
"4.92000","0.41022","-0.00063"
"4.92600","0.41069","-0.00052"
"4.93200","0.41123","-0.00046"
"4.93800","0.41171","-0.00040"
"4.94400","0.41219","-0.00030"
"4.95000","0.41273","-0.00022"
"4.95600","0.41321","-0.00018"
"4.96200","0.41368","-0.00011"
"4.96800","0.41422","-0.00010"
"4.97400","0.41470","-0.00025"
"4.98000","0.41518","-0.00047"
"4.98600","0.41572","-0.00067"
"4.99200","0.41619","-0.00083"
"4.99800","0.41673","-0.00091"
"5.00400","0.41721","-0.00088"
"5.01000","0.41769","-0.00092"
"5.01600","0.41823","-0.00099"
"5.02200","0.41871","-0.00104"
"5.02800","0.41918","-0.00104"
"5.03400","0.41966","-0.00105"
"5.04000","0.42014","-0.00098"
"5.04600","0.42068","-0.00096"
"5.05200","0.42116","-0.00106"
"5.05800","0.42164","-0.00110"
"5.06400","0.42217","-0.00101"
"5.07000","0.42265","-0.00089"
"5.07600","0.42313","-0.00079"
"5.08200","0.42367","-0.00068"
"5.08800","0.42415","-0.00052"
"5.09400","0.42463","-0.00043"
"5.10000","0.42510","-0.00039"
"5.10600","0.42564","-0.00038"
"5.11200","0.42612","-0.00036"
"5.11800","0.42660","-0.00042"
"5.12400","0.42714","-0.00048"
"5.13000","0.42761","-0.00037"
"5.13600","0.42815","-0.00027"
"5.14200","0.42863","-0.00025"
"5.14800","0.42917","-0.00032"
"5.15400","0.42965","-0.00033"
"5.16000","0.43019","-0.00044"
"5.16600","0.43066","-0.00054"
"5.17200","0.43114","-0.00052"
"5.17800","0.43168","-0.00049"
"5.18400","0.43216","-0.00055"
"5.19000","0.43264","-0.00053"
"5.19600","0.43312","-0.00042"
"5.20200","0.43365","-0.00039"
"5.20800","0.43413","-0.00043"
"5.21400","0.43461","-0.00049"
"5.22000","0.43515","-0.00050"
"5.22600","0.43563","-0.00060"
"5.23200","0.43610","-0.00065"
"5.23800","0.43664","-0.00054"
"5.24400","0.43712","-0.00047"
"5.25000","0.43766","-0.00044"
"5.25600","0.43814","-0.00044"
"5.26200","0.43868","-0.00043"
"5.26800","0.43915","-0.00045"
"5.27400","0.43969","-0.00052"
"5.28000","0.44017","-0.00062"
"5.28600","0.44071","-0.00065"
"5.29200","0.44119","-0.00069"
"5.29800","0.44173","-0.00075"
"5.30400","0.44220","-0.00068"
"5.31000","0.44274","-0.00059"
"5.31600","0.44322","-0.00052"
"5.32200","0.44370","-0.00035"
"5.32800","0.44424","-0.00027"
"5.33400","0.44471","-0.00031"
"5.34000","0.44519","-0.00035"
"5.34600","0.44573","-0.00037"
"5.35200","0.44621","-0.00046"
"5.35800","0.44669","-0.00054"
"5.36400","0.44717","-0.00055"
"5.37000","0.44770","-0.00037"
"5.37600","0.44818","-0.00029"
"5.38200","0.44866","-0.00029"
"5.38800","0.44914","-0.00024"
"5.39400","0.44968","-0.00016"
"5.40000","0.45016","-0.00016"
"5.40600","0.45069","-0.00008"
"5.41200","0.45123","0.00008"
"5.41800","0.45171","0.00023"
"5.42400","0.45225","0.00014"
"5.43000","0.45273","-0.00003"
"5.43600","0.45320","-0.00019"
"5.44200","0.45374","-0.00034"
"5.44800","0.45422","-0.00048"
"5.45400","0.45476","-0.00062"
"5.46000","0.45524","-0.00069"
"5.46600","0.45572","-0.00066"
"5.47200","0.45625","-0.00057"
"5.47800","0.45673","-0.00049"
"5.48400","0.45727","-0.00055"
"5.49000","0.45775","-0.00059"
"5.49600","0.45823","-0.00055"
"5.50200","0.45871","-0.00051"
"5.50800","0.45918","-0.00046"
"5.51400","0.45972","-0.00040"
"5.52000","0.46020","-0.00032"
"5.52600","0.46068","-0.00022"
"5.53200","0.46116","-0.00024"
"5.53800","0.46169","-0.00032"
"5.54400","0.46217","-0.00025"
"5.55000","0.46271","-0.00026"
"5.55600","0.46319","-0.00039"
"5.56200","0.46373","-0.00047"
"5.56800","0.46421","-0.00058"
"5.57400","0.46474","-0.00061"
"5.58000","0.46522","-0.00058"
"5.58600","0.46570","-0.00056"
"5.59200","0.46624","-0.00064"
"5.59800","0.46672","-0.00084"
"5.60400","0.46720","-0.00101"
"5.61000","0.46767","-0.00110"
"5.61600","0.46821","-0.00119"
"5.62200","0.46869","-0.00119"
"5.62800","0.46923","-0.00116"
"5.63400","0.46971","-0.00106"
"5.64000","0.47018","-0.00092"
"5.64600","0.47072","-0.00079"
"5.65200","0.47120","-0.00070"
"5.65800","0.47168","-0.00057"
"5.66400","0.47222","-0.00050"
"5.67000","0.47270","-0.00046"
"5.67600","0.47317","-0.00051"
"5.68200","0.47365","-0.00053"
"5.68800","0.47413","-0.00039"
"5.69400","0.47467","-0.00022"
"5.70000","0.47515","-0.00019"
"5.70600","0.47569","-0.00017"
"5.71200","0.47616","-0.00025"
"5.71800","0.47664","-0.00041"
"5.72400","0.47718","-0.00056"
"5.73000","0.47766","-0.00061"
"5.73600","0.47820","-0.00066"
"5.74200","0.47868","-0.00074"
"5.74800","0.47915","-0.00082"
"5.75400","0.47969","-0.00092"
"5.76000","0.48017","-0.00103"
"5.76600","0.48065","-0.00102"
"5.77200","0.48119","-0.00100"
"5.77800","0.48166","-0.00097"
"5.78400","0.48220","-0.00099"
"5.79000","0.48268","-0.00098"
"5.79600","0.48316","-0.00086"
"5.80200","0.48370","-0.00082"
"5.80800","0.48418","-0.00081"
"5.81400","0.48465","-0.00082"
"5.82000","0.48519","-0.00077"
"5.82600","0.48567","-0.00068"
"5.83200","0.48621","-0.00064"
"5.83800","0.48669","-0.00055"
"5.84400","0.48722","-0.00043"
"5.85000","0.48770","-0.00040"
"5.85600","0.48818","-0.00037"
"5.86200","0.48872","-0.00041"
"5.86800","0.48920","-0.00052"
"5.87400","0.48974","-0.00063"
"5.88000","0.49021","-0.00064"
"5.88600","0.49075","-0.00041"
"5.89200","0.49123","-0.00030"
"5.89800","0.49171","-0.00033"
"5.90400","0.49225","-0.00033"
"5.91000","0.49273","-0.00028"
"5.91600","0.49326","-0.00023"
"5.92200","0.49374","-0.00022"
"5.92800","0.49422","-0.00019"
"5.93400","0.49470","-0.00025"
"5.94000","0.49524","-0.00028"
"5.94600","0.49572","-0.00028"
"5.95200","0.49619","-0.00029"
"5.95800","0.49673","-0.00040"
"5.96400","0.49721","-0.00056"
"5.97000","0.49769","-0.00058"
"5.97600","0.49823","-0.00056"
"5.98200","0.49870","-0.00059"
"5.98800","0.49924","-0.00061"
"5.99400","0.49972","-0.00055"
"6.00000","0.50020","-0.00053"
"6.00600","0.50074","-0.00049"
"6.01200","0.50122","-0.00040"
"6.01800","0.50169","-0.00038"
"6.02400","0.50223","-0.00038"
"6.03000","0.50271","-0.00031"
"6.03600","0.50325","-0.00032"
"6.04200","0.50373","-0.00033"
"6.04800","0.50421","-0.00034"
"6.05400","0.50474","-0.00027"
"6.06000","0.50522","-0.00019"
"6.06600","0.50576","-0.00022"
"6.07200","0.50624","-0.00038"
"6.07800","0.50672","-0.00059"
"6.08400","0.50725","-0.00078"
"6.09000","0.50773","-0.00093"
"6.09600","0.50821","-0.00100"
"6.10200","0.50869","-0.00101"
"6.10800","0.50923","-0.00102"
"6.11400","0.50971","-0.00093"
"6.12000","0.51018","-0.00067"
"6.12600","0.51066","-0.00041"
"6.13200","0.51120","-0.00021"
"6.13800","0.51168","-0.00020"
"6.14400","0.51216","-0.00024"
"6.15000","0.51270","-0.00030"
"6.15600","0.51317","-0.00033"
"6.16200","0.51365","-0.00031"
"6.16800","0.51419","-0.00030"
"6.17400","0.51467","-0.00026"
"6.18000","0.51515","-0.00024"
"6.18600","0.51568","-0.00029"
"6.19200","0.51616","-0.00038"
"6.19800","0.51670","-0.00049"
"6.20400","0.51718","-0.00060"
"6.21000","0.51772","-0.00063"
"6.21600","0.51820","-0.00052"
"6.22200","0.51867","-0.00041"
"6.22800","0.51915","-0.00031"
"6.23400","0.51969","-0.00025"
"6.24000","0.52017","-0.00023"
"6.24600","0.52065","-0.00023"
"6.25200","0.52113","-0.00024"
"6.25800","0.52160","-0.00012"
"6.26400","0.52214","-0.00004"
"6.27000","0.52262","0.00000"
"6.27600","0.52316","-0.00003"
"6.28200","0.52364","-0.00012"
"6.28800","0.52417","-0.00012"
"6.29400","0.52465","-0.00012"
"6.30000","0.52513","-0.00024"
"6.30600","0.52567","-0.00018"
"6.31200","0.52615","-0.00009"
"6.31800","0.52669","-0.00005"
"6.32400","0.52716","-0.00012"
"6.33000","0.52764","-0.00018"
"6.33600","0.52818","-0.00024"
"6.34200","0.52866","-0.00033"
"6.34800","0.52920","-0.00046"
"6.35400","0.52968","-0.00055"
"6.36000","0.53015","-0.00064"
"6.36600","0.53069","-0.00077"
"6.37200","0.53117","-0.00082"
"6.37800","0.53171","-0.00073"
"6.38400","0.53219","-0.00054"
"6.39000","0.53272","-0.00043"
"6.39600","0.53320","-0.00037"
"6.40200","0.53368","-0.00044"
"6.40800","0.53422","-0.00066"
"6.41400","0.53470","-0.00083"
"6.42000","0.53524","-0.00081"
"6.42600","0.53571","-0.00077"
"6.43200","0.53625","-0.00074"
"6.43800","0.53673","-0.00069"
"6.44400","0.53721","-0.00063"
"6.45000","0.53775","-0.00060"
"6.45600","0.53823","-0.00054"
"6.46200","0.53870","-0.00046"
"6.46800","0.53918","-0.00042"
"6.47400","0.53972","-0.00036"
"6.48000","0.54020","-0.00039"
"6.48600","0.54068","-0.00031"
"6.49200","0.54121","-0.00026"
"6.49800","0.54169","-0.00031"
"6.50400","0.54223","-0.00031"
"6.51000","0.54271","-0.00027"
"6.51600","0.54319","-0.00032"
"6.52200","0.54373","-0.00039"
"6.52800","0.54420","-0.00040"
"6.53400","0.54468","-0.00040"
"6.54000","0.54522","-0.00047"
"6.54600","0.54570","-0.00050"
"6.55200","0.54624","-0.00049"
"6.55800","0.54672","-0.00046"
"6.56400","0.54719","-0.00042"
"6.57000","0.54773","-0.00031"
"6.57600","0.54821","-0.00014"
"6.58200","0.54869","-0.00008"
"6.58800","0.54923","-0.00012"
"6.59400","0.54970","-0.00012"
"6.60000","0.55018","-0.00010"
"6.60600","0.55072","-0.00004"
"6.61200","0.55120","-0.00006"
"6.61800","0.55168","-0.00020"
"6.62400","0.55222","-0.00045"
"6.63000","0.55269","-0.00064"
"6.63600","0.55317","-0.00076"
"6.64200","0.55371","-0.00075"
"6.64800","0.55419","-0.00070"
"6.65400","0.55467","-0.00065"
"6.66000","0.55521","-0.00066"
"6.66600","0.55568","-0.00067"
"6.67200","0.55616","-0.00063"
"6.67800","0.55670","-0.00067"
"6.68400","0.55718","-0.00066"
"6.69000","0.55772","-0.00069"
"6.69600","0.55820","-0.00072"
"6.70200","0.55873","-0.00067"
"6.70800","0.55921","-0.00069"
"6.71400","0.55969","-0.00077"
"6.72000","0.56023","-0.00087"
"6.72600","0.56071","-0.00085"
"6.73200","0.56118","-0.00067"
"6.73800","0.56166","-0.00045"
"6.74400","0.56220","-0.00025"
"6.75000","0.56268","-0.00020"
"6.75600","0.56316","-0.00020"
"6.76200","0.56370","-0.00030"
"6.76800","0.56417","-0.00034"
"6.77400","0.56465","-0.00029"
"6.78000","0.56513","-0.00020"
"6.78600","0.56567","-0.00018"
"6.79200","0.56615","-0.00027"
"6.79800","0.56663","-0.00048"
"6.80400","0.56710","-0.00070"
"6.81000","0.56758","-0.00083"
"6.81600","0.56812","-0.00091"
"6.82200","0.56860","-0.00092"
"6.82800","0.56914","-0.00083"
"6.83400","0.56961","-0.00064"
"6.84000","0.57015","-0.00050"
"6.84600","0.57069","-0.00044"
"6.85200","0.57117","-0.00041"
"6.85800","0.57171","-0.00036"
"6.86400","0.57219","-0.00039"
"6.87000","0.57272","-0.00035"
"6.87600","0.57320","-0.00033"
"6.88200","0.57368","-0.00042"
"6.88800","0.57422","-0.00046"
"6.89400","0.57470","-0.00032"
"6.90000","0.57524","-0.00026"
"6.90600","0.57571","-0.00010"
"6.91200","0.57619","-0.00003"
"6.91800","0.57673","0.00001"
"6.92400","0.57721","-0.00005"
"6.93000","0.57769","-0.00026"
"6.93600","0.57822","-0.00049"
"6.94200","0.57870","-0.00056"
"6.94800","0.57918","-0.00057"
"6.95400","0.57972","-0.00059"
"6.96000","0.58020","-0.00061"
"6.96600","0.58074","-0.00062"
"6.97200","0.58121","-0.00069"
"6.97800","0.58175","-0.00069"
"6.98400","0.58223","-0.00064"
"6.99000","0.58277","-0.00058"
"6.99600","0.58325","-0.00053"
"7.00200","0.58378","-0.00044"
"7.00800","0.58426","-0.00042"
"7.01400","0.58474","-0.00046"
"7.02000","0.58528","-0.00040"
"7.02600","0.58576","-0.00020"
"7.03200","0.58624","-0.00006"
"7.03800","0.58677","0.00003"
"7.04400","0.58725","0.00005"
"7.05000","0.58773","0.00011"
"7.05600","0.58821","0.00007"
"7.06200","0.58875","0.00002"
"7.06800","0.58923","-0.00004"
"7.07400","0.58970","-0.00017"
"7.08000","0.59024","-0.00031"
"7.08600","0.59072","-0.00039"
"7.09200","0.59120","-0.00042"
"7.09800","0.59168","-0.00047"
"7.10400","0.59222","-0.00045"
"7.11000","0.59269","-0.00035"
"7.11600","0.59317","-0.00035"
"7.12200","0.59371","-0.00042"
"7.12800","0.59419","-0.00045"
"7.13400","0.59473","-0.00051"
"7.14000","0.59520","-0.00056"
"7.14600","0.59574","-0.00062"
"7.15200","0.59622","-0.00064"
"7.15800","0.59676","-0.00067"
"7.16400","0.59724","-0.00063"
"7.17000","0.59772","-0.00065"
"7.17600","0.59819","-0.00071"
"7.18200","0.59873","-0.00074"
"7.18800","0.59921","-0.00068"
"7.19400","0.59969","-0.00049"
"7.20000","0.60017","-0.00028"
"7.20600","0.60065","-0.00012"
"7.21200","0.60118","0.00000"
"7.21800","0.60166","0.00007"
"7.22400","0.60214","0.00003"
"7.23000","0.60262","-0.00008"
"7.23600","0.60316","-0.00014"
"7.24200","0.60364","-0.00005"
"7.24800","0.60411","0.00005"
"7.25400","0.60465","-0.00004"
"7.26000","0.60513","-0.00022"
"7.26600","0.60567","-0.00039"
"7.27200","0.60615","-0.00061"
"7.27800","0.60668","-0.00083"
"7.28400","0.60716","-0.00089"
"7.29000","0.60770","-0.00076"
"7.29600","0.60818","-0.00064"
"7.30200","0.60872","-0.00058"
"7.30800","0.60920","-0.00044"
"7.31400","0.60967","-0.00037"
"7.32000","0.61021","-0.00033"
"7.32600","0.61069","-0.00015"
"7.33200","0.61117","0.00006"
"7.33800","0.61165","0.00015"
"7.34400","0.61219","0.00023"
"7.35000","0.61266","0.00020"
"7.35600","0.61314","0.00015"
"7.36200","0.61362","-0.00008"
"7.36800","0.61416","-0.00027"
"7.37400","0.61464","-0.00028"
"7.38000","0.61511","-0.00021"
"7.38600","0.61565","-0.00015"
"7.39200","0.61613","-0.00015"
"7.39800","0.61667","-0.00021"
"7.40400","0.61715","-0.00030"
"7.41000","0.61769","-0.00035"
"7.41600","0.61816","-0.00045"
"7.42200","0.61870","-0.00049"
"7.42800","0.61918","-0.00046"
"7.43400","0.61972","-0.00035"
"7.44000","0.62020","-0.00017"
"7.44600","0.62073","-0.00006"
"7.45200","0.62121","-0.00013"
"7.45800","0.62169","-0.00020"
"7.46400","0.62223","-0.00025"
"7.47000","0.62271","-0.00019"
"7.47600","0.62325","-0.00009"
"7.48200","0.62372","-0.00005"
"7.48800","0.62420","0.00000"
"7.49400","0.62474","0.00000"
"7.50000","0.62522","-0.00001"
"7.50600","0.62570","-0.00003"
"7.51200","0.62618","-0.00011"
"7.51800","0.62665","-0.00017"
"7.52400","0.62719","-0.00022"
"7.53000","0.62767","-0.00025"
"7.53600","0.62815","-0.00023"
"7.54200","0.62869","-0.00025"
"7.54800","0.62917","-0.00037"
"7.55400","0.62964","-0.00053"
"7.56000","0.63018","-0.00052"
"7.56600","0.63072","-0.00047"
"7.57200","0.63120","-0.00044"
"7.57800","0.63174","-0.00036"
"7.58400","0.63221","-0.00029"
"7.59000","0.63269","-0.00024"
"7.59600","0.63323","-0.00026"
"7.60200","0.63371","-0.00026"
"7.60800","0.63419","-0.00029"
"7.61400","0.63473","-0.00039"
"7.62000","0.63520","-0.00047"
"7.62600","0.63568","-0.00056"
"7.63200","0.63622","-0.00065"
"7.63800","0.63670","-0.00068"
"7.64400","0.63718","-0.00067"
"7.65000","0.63766","-0.00068"
"7.65600","0.63819","-0.00066"
"7.66200","0.63867","-0.00067"
"7.66800","0.63915","-0.00069"
"7.67400","0.63963","-0.00063"
"7.68000","0.64017","-0.00051"
"7.68600","0.64064","-0.00044"
"7.69200","0.64112","-0.00040"
"7.69800","0.64166","-0.00053"
"7.70400","0.64220","-0.00068"
"7.71000","0.64268","-0.00068"
"7.71600","0.64322","-0.00055"
"7.72200","0.64369","-0.00037"
"7.72800","0.64423","-0.00018"
"7.73400","0.64471","-0.00007"
"7.74000","0.64519","-0.00003"
"7.74600","0.64573","-0.00006"
"7.75200","0.64621","-0.00018"
"7.75800","0.64668","-0.00024"
"7.76400","0.64716","-0.00038"
"7.77000","0.64770","-0.00052"
"7.77600","0.64818","-0.00054"
"7.78200","0.64866","-0.00047"
"7.78800","0.64919","-0.00037"
"7.79400","0.64967","-0.00023"
"7.80000","0.65015","-0.00004"
"7.80600","0.65063","-0.00002"
"7.81200","0.65117","-0.00011"
"7.81800","0.65165","-0.00023"
"7.82400","0.65212","-0.00027"
"7.83000","0.65260","-0.00027"
"7.83600","0.65314","-0.00029"
"7.84200","0.65362","-0.00026"
"7.84800","0.65416","-0.00030"
"7.85400","0.65464","-0.00042"
"7.86000","0.65517","-0.00039"
"7.86600","0.65565","-0.00031"
"7.87200","0.65619","-0.00031"
"7.87800","0.65667","-0.00032"
"7.88400","0.65721","-0.00026"
"7.89000","0.65768","-0.00018"
"7.89600","0.65816","-0.00016"
"7.90200","0.65870","-0.00018"
"7.90800","0.65918","-0.00009"
"7.91400","0.65966","-0.00003"
"7.92000","0.66014","-0.00002"
"7.92600","0.66067","0.00003"
"7.93200","0.66115","-0.00004"
"7.93800","0.66163","-0.00015"
"7.94400","0.66217","-0.00022"
"7.95000","0.66265","-0.00022"
"7.95600","0.66319","-0.00013"
"7.96200","0.66366","-0.00011"
"7.96800","0.66414","-0.00015"
"7.97400","0.66468","-0.00012"
"7.98000","0.66516","-0.00012"
"7.98600","0.66570","-0.00014"
"7.99200","0.66618","-0.00019"
"7.99800","0.66671","-0.00027"
"8.00400","0.66719","-0.00039"
"8.01000","0.66773","-0.00046"
"8.01600","0.66821","-0.00063"
"8.02200","0.66875","-0.00080"
"8.02800","0.66922","-0.00083"
"8.03400","0.66976","-0.00073"
"8.04000","0.67024","-0.00061"
"8.04600","0.67072","-0.00060"
"8.05200","0.67126","-0.00058"
"8.05800","0.67174","-0.00063"
"8.06400","0.67221","-0.00073"
"8.07000","0.67269","-0.00075"
"8.07600","0.67323","-0.00070"
"8.08200","0.67371","-0.00058"
"8.08800","0.67419","-0.00050"
"8.09400","0.67467","-0.00045"
"8.10000","0.67520","-0.00038"
"8.10600","0.67568","-0.00036"
"8.11200","0.67616","-0.00031"
"8.11800","0.67670","-0.00026"
"8.12400","0.67718","-0.00020"
"8.13000","0.67771","-0.00020"
"8.13600","0.67819","-0.00020"
"8.14200","0.67873","-0.00021"
"8.14800","0.67921","-0.00027"
"8.15400","0.67975","-0.00042"
"8.16000","0.68023","-0.00050"
"8.16600","0.68070","-0.00048"
"8.17200","0.68124","-0.00046"
"8.17800","0.68172","-0.00041"
"8.18400","0.68220","-0.00034"
"8.19000","0.68274","-0.00029"
"8.19600","0.68322","-0.00038"
"8.20200","0.68369","-0.00042"
"8.20800","0.68423","-0.00033"
"8.21400","0.68471","-0.00028"
"8.22000","0.68519","-0.00028"
"8.22600","0.68573","-0.00032"
"8.23200","0.68620","-0.00042"
"8.23800","0.68668","-0.00059"
"8.24400","0.68716","-0.00070"
"8.25000","0.68770","-0.00074"
"8.25600","0.68818","-0.00081"
"8.26200","0.68872","-0.00080"
"8.26800","0.68919","-0.00069"
"8.27400","0.68967","-0.00052"
"8.28000","0.69021","-0.00042"
"8.28600","0.69069","-0.00039"
"8.29200","0.69123","-0.00036"
"8.29800","0.69171","-0.00030"
"8.30400","0.69224","-0.00026"
"8.31000","0.69272","-0.00022"
"8.31600","0.69320","-0.00015"
"8.32200","0.69368","-0.00021"
"8.32800","0.69422","-0.00031"
"8.33400","0.69469","-0.00040"
"8.34000","0.69523","-0.00055"
"8.34600","0.69571","-0.00065"
"8.35200","0.69619","-0.00070"
"8.35800","0.69673","-0.00062"
"8.36400","0.69721","-0.00045"
"8.37000","0.69768","-0.00033"
"8.37600","0.69816","-0.00026"
"8.38200","0.69870","-0.00022"
"8.38800","0.69918","-0.00012"
"8.39400","0.69966","-0.00002"
"8.40000","0.70020","0.00000"
"8.40600","0.70067","0.00009"
"8.41200","0.70121","0.00010"
"8.41800","0.70169","0.00013"
"8.42400","0.70217","0.00012"
"8.43000","0.70271","0.00009"
"8.43600","0.70318","0.00000"
"8.44200","0.70372","-0.00006"
"8.44800","0.70420","-0.00009"
"8.45400","0.70468","-0.00017"
"8.46000","0.70522","-0.00020"
"8.46600","0.70570","-0.00027"
"8.47200","0.70617","-0.00021"
"8.47800","0.70671","-0.00014"
"8.48400","0.70719","-0.00013"
"8.49000","0.70767","-0.00018"
"8.49600","0.70821","-0.00026"
"8.50200","0.70869","-0.00033"
"8.50800","0.70922","-0.00024"
"8.51400","0.70970","-0.00029"
"8.52000","0.71018","-0.00039"
"8.52600","0.71072","-0.00041"
"8.53200","0.71120","-0.00043"
"8.53800","0.71173","-0.00045"
"8.54400","0.71221","-0.00044"
"8.55000","0.71269","-0.00038"
"8.55600","0.71323","-0.00033"
"8.56200","0.71371","-0.00028"
"8.56800","0.71425","-0.00030"
"8.57400","0.71472","-0.00046"
"8.58000","0.71526","-0.00066"
"8.58600","0.71574","-0.00070"
"8.59200","0.71628","-0.00068"
"8.59800","0.71676","-0.00061"
"8.60400","0.71724","-0.00050"
"8.61000","0.71777","-0.00035"
"8.61600","0.71825","-0.00020"
"8.62200","0.71873","-0.00024"
"8.62800","0.71921","-0.00023"
"8.63400","0.71975","-0.00029"
"8.64000","0.72022","-0.00045"
"8.64600","0.72076","-0.00064"
"8.65200","0.72124","-0.00076"
"8.65800","0.72172","-0.00073"
"8.66400","0.72220","-0.00070"
"8.67000","0.72274","-0.00068"
"8.67600","0.72321","-0.00067"
"8.68200","0.72369","-0.00059"
"8.68800","0.72423","-0.00039"
"8.69400","0.72471","-0.00030"
"8.70000","0.72519","-0.00027"
"8.70600","0.72573","-0.00027"
